CHEM_ID;CHEMICAL_NAME;SUPER_PATHWAY;SUB_PATHWAY;HMDB;KEGG;Mean_WT;Mean_Disease;Mean_Rescue;Log2FC_Patho;p_value_Patho;Log2FC_Rescue;p_value_Rescue;Padj_Patho;Padj_Rescue;Significatif_Patho;Significatif_Rescue_Brut;Significatif_Rescue
100002528;sulfate*;Xenobiotics;Chemical;HMDB01448;C00059;-0.19926482800212497;0.19858303116565534;-0.14956651051073885;0.3978478591677803;0.07919265981384853;-0.3481495416763942;0.07813897422072467;0.14789622561261775;0.13247609657461537;False;False;False
100002544;4-hydroxyglutamate;Amino Acid;Glutamate Metabolism;HMDB0001344;C03079;0.0243189610678618;-0.4760548833103571;0.26434131071563705;-0.5003738443782189;0.029652358852896063;0.7403961940259942;0.00014339060524837265;0.06566988374227767;0.0009231904896605058;False;True;False
100002749;S-methylcysteine;Amino Acid;Methionine, Cysteine, SAM and Taurine Metabolism;HMDB0002108;;-0.11499654369368784;-0.003945299546300504;-0.0759181544242479;0.11105124414738733;0.6584549553293452;-0.0719728548779474;0.6939185041699105;0.7630861537104465;0.7487947124078371;False;False;False
100002763;nicotinamide N-oxide;Cofactors and Vitamins;Nicotinate and Nicotinamide Metabolism;HMDB0002730;;0.266445244904273;-0.1883626833503238;0.13276288713298784;-0.4548079282545968;0.04509139580904256;0.32112557048331164;0.06034906121504175;0.0923663943207022;0.11045692754697689;False;False;False
100002769;argininate*;Amino Acid;"Urea cycle; Arginine and Proline Metabolism";HMDB0003148;;0.09685037678710054;-0.028821464693847255;-0.20539078044155912;-0.1256718414809478;0.39700739900453186;-0.17656931574771187;0.22243804757629096;0.5306446566195868;0.3100207384671205;False;False;False
100002784;2-oxoarginine*;Amino Acid;"Urea cycle; Arginine and Proline Metabolism";HMDB0004225;C03771;0.05010360276624912;0.21672242790812182;-0.1988361077212556;0.1666188251418727;0.32417838966733625;-0.4155585356293774;0.006152686448769737;0.4510771672015896;0.017490357627668887;False;True;False
100002871;1-adrenoyl-GPC (22:4)*;Lipid;Lysophospholipid;HMDB0010401;;-0.11553390058973402;0.5342154960682417;-0.1650763773097396;0.6497493966579757;2.51597908507987e-06;-0.6992918733779813;9.178342191302299e-07;3.800925546388518e-05;2.2837874981887483e-05;True;True;True
100002873;1-lignoceroyl-GPC (24:0);Lipid;Lysophospholipid;HMDB0010405;;-0.19076151460815072;0.4900081166992605;-0.03220391588311516;0.6807696313074112;4.351249229000739e-06;-0.5222120325823756;3.1350712239268516e-05;5.937349754410686e-05;0.0003315337819302646;True;True;True
100002875;1-(1-enyl-palmitoyl)-GPC (P-16:0)*;Lipid;Lysoplasmalogen;HMDB0010407;;-0.33291693458016797;0.5276955098760048;-0.40692584713514723;0.8606124444561727;0.001161021721348609;-0.934621357011152;8.192223252774515e-05;0.005011348858474098;0.0006538321577214378;True;True;True
100002910;1-methyl-5-imidazoleacetate;Amino Acid;Histidine Metabolism;HMDB04988;;0.5988213288734895;-0.12188707060823867;-0.10363542508869886;-0.7207083994817282;0.05259473297625358;0.01825164551953981;0.9586755433544345;0.10619366133152872;0.9632298214701326;False;False;False
