Ensembl_Gene_ID;Moyenne_CPM_WT;Moyenne_CPM_WT_treated;Moyenne_CPM_Disease;Moyenne_CPM_Rescue;Pvalue_Patho;Pvalue_Rescue;Ref_Utilisee;Log2FC_Patho;Log2FC_Rescue;Significatif_Patho;Significatif_Rescue
ENSMUSG00000028943;0.1090229862504168;0.4889838104521911;0.3387556401002469;0.5823398344370325;0.02302238977448;0.1027819855114184;WT;1.0697560668877657;0.6370727710637457;OUI;NON
ENSMUSG00000029070;21.685047618631547;126.05509754094273;51.71791020578876;118.2304333366468;0.0065070078652763;0.1321546022795384;WT;1.2501125666584767;1.1912984287866182;OUI;NON
ENSMUSG00000029364;60.56076605481361;70.76530340796556;130.35980243746565;96.1039329927104;0.0080876552219022;0.047044457179641;WT;1.1047697266102472;-0.4394375685570257;OUI;NON
ENSMUSG00000029467;35.988437023193626;73.961023169915;77.12830475410571;84.21703479444473;0.0280820404687784;0.6640211790537729;WT;1.0975930409875032;0.1266944291357465;OUI;NON
ENSMUSG00000029649;51.50733256112349;52.76767300975111;114.850884520761;74.55967342318046;0.0168240186370861;0.0502522007788775;WT;1.1553695985225556;-0.6226164641855468;OUI;NON
ENSMUSG00000029664;0.5798327599612518;1.084358856929703;1.3078241971726436;1.3815216887496655;0.0043313478805507;0.6833445665160967;WT;1.0502153982412006;0.0736125589208143;OUI;NON
ENSMUSG00000029718;32.643429857959774;135.6204891983781;77.74752504100424;123.70770053174992;0.0132160364881042;0.2105490951356073;WT;1.249445721993671;0.6693779709739679;OUI;NON
ENSMUSG00000029720;0.4627722190439777;0.7986564951695222;1.2030077813409483;0.8713791651185288;0.0006248118402417;0.1346687499143422;WT;1.2112226819019911;-0.4237392516791407;OUI;NON
ENSMUSG00000029802;37.74939975443404;35.88993480241253;77.57846167212779;61.56113683257806;3.183036906694887e-05;0.0155465194219688;WT;1.037244209212515;-0.3331531418758522;OUI;NON
ENSMUSG00000030208;35.71390351937099;109.30889381059728;84.5718916141862;101.44075453851454;0.0045611568859386;0.2845509951427351;WT;1.2413633468940986;0.2621038606382483;OUI;NON
ENSMUSG00000030231;9.153641009686014;21.578951713747244;19.32250333011945;28.62927496560501;0.0215824458520751;0.1107582273110905;WT;1.0696361225277735;0.5647924253461836;OUI;NON
ENSMUSG00000030268;0.5740043377843811;2.850441939438181;1.320092625550252;1.899864890089168;0.0029040578085679;0.2530585799339849;WT;1.0751552510871;0.4939175029168396;OUI;NON
ENSMUSG00000030361;0.0548564166375167;0.0875426344811899;0.3097686439850188;0.128828813074756;0.0372976387551497;0.1026550419280823;WT;1.4038784278949104;-0.8405408706258113;OUI;NON
ENSMUSG00000030539;2.726250942641391;3.484444411810063;5.609494782060231;4.8781645806155;0.0120722887247649;0.4120550792871575;WT;1.0144735228461406;-0.1977491636777238;OUI;NON
ENSMUSG00000030677;0.2654113727402066;0.9734127199477116;0.6680459623818003;1.1035999560374106;0.0130957365030674;0.1643769438614597;WT;1.071671113290574;0.6480914048569847;OUI;NON
ENSMUSG00000030688;22.69992078868981;22.590093092570548;45.80659020234211;38.17389510106344;0.0052702110381556;0.2570825608919847;WT;1.0096724649646216;-0.262340546864077;OUI;NON
ENSMUSG00000030717;6.80474246616814;34.51495236899174;14.37138161212052;20.88552914850502;0.0400745231742696;0.2793962109071326;WT;1.067543154659775;0.5361921756636363;OUI;NON
ENSMUSG00000030858;0.059313426610253;0.1301804014086992;0.2482617244692623;0.1320788780898599;0.0435731154916316;0.1489884051822438;WT;1.1283040635809358;-0.5855566965361844;OUI;NON
ENSMUSG00000030872;19.25352426270284;32.651168781216896;42.24973364441689;39.60439124669048;0.025982505479976;0.6863559998345894;WT;1.1297565918489887;-0.0930543197392089;OUI;NON
ENSMUSG00000031250;2.53533836094188;30.00898174348777;14.25176614611823;15.725437688435832;0.0080815240726994;0.7832310071505433;WT;2.4451681757886945;0.1410171135499996;OUI;NON
ENSMUSG00000031375;96.766130907978;604.2350371534961;206.9805529229727;429.2078113450529;0.0272027047817585;0.1399702101450009;WT;1.0961278525942846;1.051820347724277;OUI;NON
ENSMUSG00000031458;2.9215896756355644;3.1718257112315564;7.161022438360877;5.847178326898678;0.0005033993577467;0.0952184089703762;WT;1.2648649517494033;-0.2879673753971263;OUI;NON
ENSMUSG00000031508;23.66084530384443;34.75933767000836;52.69874337265607;54.70409459994841;0.0229952297201556;0.8068886112109699;WT;1.1519174317364302;0.0537800924776146;OUI;NON
ENSMUSG00000031595;2.256264397141337;18.622094430108618;4.846321942694133;12.686533700817154;0.0103069645231442;0.1197494129168816;WT;1.0698547103964238;1.3701971682674592;OUI;NON
ENSMUSG00000031636;366.0633195403734;363.0782686826814;884.8313783141826;558.6113828788762;0.0172201053583536;0.0610993562154964;WT;1.2730783100599563;-0.6634623729965331;OUI;NON
ENSMUSG00000031637;11.869128623456424;11.194540952182408;29.01378642302287;12.98823456129916;0.0065351212193695;0.0113426923967244;WT;1.2823843578147684;-1.1534319738912044;OUI;OUI
ENSMUSG00000031736;0.991936765550376;1.0549772208350263;2.1943781719846083;1.6064883782811337;0.0344443622096989;0.2740760704323932;WT;1.071213892166691;-0.4270726145899721;OUI;NON
ENSMUSG00000031822;31.441467978119235;35.05272168516226;69.64647978411587;59.91700319587719;0.0160928854360502;0.390152644902026;WT;1.1448705971981503;-0.2167491204218878;OUI;NON
ENSMUSG00000032000;5.066820256750444;9.179749356397489;11.250221526249366;11.490957680157424;0.0191236215349779;0.9004606946741253;WT;1.1353718540760425;0.0302793157432827;OUI;NON
ENSMUSG00000032012;1.9935868887591373;4.158404205125811;4.357142265984832;6.600583794442146;0.002505650776224;0.1490447703864967;WT;1.090142216026536;0.5881677865904283;OUI;NON
ENSMUSG00000032076;1.9244385758130995;6.706098911624789;3.986675240276504;5.015373648740869;0.0486577945465783;0.3931804652263165;WT;1.0134057295172316;0.3239120245381871;OUI;NON
ENSMUSG00000032105;0.6192366189038929;0.691642285637035;1.3694200385216826;1.401077988935186;0.0266034809538619;0.8919186522588622;WT;1.0307084733522007;0.0307520805963173;OUI;NON
ENSMUSG00000032112;9.459467117037;10.954600985805088;22.50345899793267;17.659860177342278;0.0040774534104761;0.0555607309936227;WT;1.241541460593523;-0.3479233411037433;OUI;NON
ENSMUSG00000032122;1.1111763257477485;28.937815463352504;2.6438098585973044;15.298339443096609;0.0103794698043499;0.1429007400653152;WT;1.1797715975576166;2.488522365326899;OUI;NON
ENSMUSG00000032131;0.2880863694781826;1.6005933238109524;0.696671750645113;1.3778107042828742;0.0117082191530588;0.2329227006939635;WT;1.037607655880401;0.8914041595321137;OUI;NON
ENSMUSG00000032246;0.5994820922958745;1.0939717944582448;1.4155951946106364;1.9188692822472309;3.563211972424121e-05;0.1650342558586443;WT;1.1155254427193535;0.4136630313551987;OUI;NON
ENSMUSG00000032332;3.949055053313585;1378.4723985854266;16.824554581628608;877.0666576565795;0.0282444915495327;0.0907047517701712;WT;2.06346070164367;5.695661203438099;OUI;NON
ENSMUSG00000032334;10.092528503605966;48.29387463136792;23.444015316029606;62.23371157418628;0.0079062006981324;0.059641588981298;WT;1.2078483945469671;1.4046522326726063;OUI;NON
ENSMUSG00000032491;0.7047821575517207;2.625986065743125;1.683652755908693;2.5302589712234065;0.0093590153951203;0.2649078131663422;WT;1.1481645513482217;0.5603700753866507;OUI;NON
ENSMUSG00000032575;9.956855993393097;22.96231653866102;23.63803904634628;23.88502504424822;6.890643060072732e-05;0.9520027307966532;WT;1.239021405972233;0.0149331843019505;OUI;NON
ENSMUSG00000032667;50.32633474728264;53.2793494260591;110.92603935104825;76.79473265359402;0.016745574575304;0.076942669235666;WT;1.1386488053955242;-0.5299413959075722;OUI;NON
ENSMUSG00000032725;1.42364937215612;3.0894343566293507;2.9764887005757545;4.315610129608227;0.0247493820400729;0.0877811775908199;WT;1.0137537510802668;0.521328103136738;OUI;NON
ENSMUSG00000032816;39.18087961835441;60.116816864082665;89.67901635505555;86.42395451935874;0.011637664306108;0.7899470215752282;WT;1.192551053410939;-0.0532786855379162;OUI;NON
ENSMUSG00000032997;4.041921418243611;20.411580460189548;9.506291859742454;22.91494421833919;0.0100039757506249;0.1318346332503951;WT;1.213679458827978;1.2605193993624264;OUI;NON
ENSMUSG00000033029;0.5865427082382748;0.7167476525595063;1.3153915549787794;1.0082510598856178;0.0032520064742195;0.120704389748074;WT;1.0437798415003738;-0.3529164742698031;OUI;NON
ENSMUSG00000033066;7.240807277792758;7.214556607462198;15.350336583186944;12.968440586631496;0.0209990834128977;0.2960382701318128;WT;1.0736276354693062;-0.2415512679369199;OUI;NON
ENSMUSG00000033227;0.272360609745976;0.2262321226614187;0.7205379441768607;0.3437192331427885;0.041578708247089;0.0699139117269417;WT;1.139869584763217;-0.8869229613387049;OUI;NON
ENSMUSG00000033434;3.708493008718351;3.914361256874453;8.199776427050683;7.16229367467019;0.0012591420863445;0.1743378409119859;WT;1.1238522274393472;-0.1926472033565348;OUI;NON
ENSMUSG00000033450;0.1290645540274421;0.4136012744529594;0.4022336151636002;0.4354392592065483;0.0439712973407261;0.8399994387917795;WT;1.1326043633521865;0.0923643300747219;OUI;NON
ENSMUSG00000033569;0.1471385539804516;0.0863890205367185;0.0059608959503198;0.0159974020185373;0.031964286603833;0.4037790701026851;WT;-1.2217881432347422;0.1305605462755139;OUI;NON
ENSMUSG00000033585;5.703244021655648;6.246247008925265;12.597457871428766;9.79763310533773;0.008106193848228;0.1115219845210876;WT;1.1296081878579818;-0.3593842181334168;OUI;NON
ENSMUSG00000033684;18.675678379591695;92.20797432408928;41.8456214672428;91.01296323982274;0.0076340431909229;0.060652398439567;WT;1.1596551871050536;1.1191361088721905;OUI;NON
ENSMUSG00000033849;2.388729381191074;2.4390549135479898;8.729521568087083;6.134661336260368;0.0172044205454948;0.294408972169043;WT;1.826925903411469;-0.5020240711626633;OUI;NON
ENSMUSG00000034040;4.562756812852974;9.163823185377872;10.815686849110564;13.765858912173313;6.107664127646462e-05;0.0835602419608673;WT;1.227147819399904;0.3451340739468294;OUI;NON
ENSMUSG00000034201;4.647416456624416;9.011994933781518;10.567762545118908;12.01665813879991;0.0037595266926865;0.4268914833812321;WT;1.1680430995861295;0.1837342307821077;OUI;NON
ENSMUSG00000034311;0.1660254411660651;0.8724534711734235;0.5502969780971343;0.7589989526195203;0.0277345113990072;0.3591803020908122;WT;1.289534496145606;0.4015576526313975;OUI;NON
ENSMUSG00000034686;0.0430185113163536;0.5125052521216757;0.2008189649300575;0.9139508853244714;0.0032803551908544;0.0735084532004635;WT;1.07269363217429;1.7530203427212538;OUI;NON
ENSMUSG00000034777;0.0679839692839406;0.1207547502923019;0.2597764733478961;0.213452494587393;0.0316324848499832;0.4768774516744029;WT;1.0987772852277475;-0.1988540369663985;OUI;NON
ENSMUSG00000034993;14.921591774787904;31.05297764740436;30.301378210399296;36.66333697373046;0.0066396064041548;0.2976376637194483;WT;1.0170990307514325;0.2741309966319227;OUI;NON
ENSMUSG00000035105;47.15048214262838;30.21256264613304;103.28403975075206;80.28347953879268;0.0300615890995698;0.0076283724825307;WT;1.1296125263352923;-0.3630425486511833;OUI;NON
ENSMUSG00000035242;14.150459301531557;17.789887049245184;30.954836553151797;29.427977611785835;0.0001164598538861;0.5272563123514011;WT;1.123809555634845;-0.0727354258167776;OUI;NON
ENSMUSG00000035268;30.781560017511268;35.94718858369958;66.9090889693719;59.649931091898935;0.0052822081104248;0.306560993730508;WT;1.117611159063837;-0.1654197436392176;OUI;NON
ENSMUSG00000035278;7.0007264985479685;7.959927107943383;14.958133967404518;11.441790155911152;0.0102579046944785;0.1019574223955889;WT;1.084504455444637;-0.3836759932021008;OUI;NON
ENSMUSG00000035595;3.1116636199408414;3.8344926480679935;6.425243787269418;6.573965476940826;0.0155828363929721;0.8595060049588706;WT;1.0227110054999198;0.0325124210767572;OUI;NON
ENSMUSG00000035653;0.1144697433980918;0.0195155713090164;0.0059608959503198;0.0085683720617467;0.0006489562820521;0.8120414802844412;WT;-1.0172421844225397;0.035071933533489;OUI;NON
ENSMUSG00000035673;8.304073262335798;24.826571171490222;19.39409273842839;32.20895743266936;0.0063631076291621;0.0830321300220414;WT;1.2138763689472636;0.7288971847032196;OUI;NON
ENSMUSG00000035711;1.0470175528022454;2.9152389770107443;2.274651912654085;3.49375718094376;0.0442431267844722;0.1483034434600142;WT;1.049828583023907;0.5977768816000834;OUI;NON
ENSMUSG00000035799;0.9594706407448436;10.416344508210358;2.0964928518389647;7.42517299966146;0.0124109390269543;0.1021966317830932;WT;1.0518581950188168;1.7765229446323627;OUI;NON
ENSMUSG00000035896;0.0;0.0087759529061304;0.1434260964994582;0.0690606508209022;0.0058931838702011;0.1381861267501024;WT;1.283483840492826;-0.5259429316116602;OUI;NON
ENSMUSG00000035923;54.48908123869818;52.21307172225842;130.1603690298751;90.92754754403168;0.0094142879965959;0.0479444717291765;WT;1.2547138978441164;-0.5170231016154956;OUI;NON
ENSMUSG00000036002;32.62334543237196;35.761965835482656;76.00501069664054;57.978110524764645;0.0181737111465701;0.1545535870482174;WT;1.2176711947775285;-0.3899969244108976;OUI;NON
ENSMUSG00000036062;0.4657926282547873;0.7644513271229832;1.0576936455693986;1.1568390856396042;0.024517717771197;0.613242283061977;WT;1.0329082459570444;0.1185464209298529;OUI;NON
ENSMUSG00000036225;1.5024727089429335;5.341553021419963;3.3468083556889896;4.444679091334048;0.0319107255415522;0.4738557998613014;WT;1.104961299247193;0.3989173401501528;OUI;NON
ENSMUSG00000036432;7.876905372572367;8.236438300572306;18.91532439582069;14.273322728881986;0.0031259579298897;0.0478357888216281;WT;1.2532614822199513;-0.403768938162004;OUI;NON
ENSMUSG00000036578;0.7316411564472733;1.0810049943249318;1.83033359798836;1.768421010856411;0.0032673667747409;0.8185046148430252;WT;1.2148171324077888;-0.047030620100175;OUI;NON
ENSMUSG00000036606;14.80496377381114;39.68673128547632;32.40494030335149;39.2747138059235;0.0482976902993102;0.4588963082623557;WT;1.124866135692335;0.2766104327599934;OUI;NON
ENSMUSG00000036620;27.6468081923326;34.83265195781733;65.66477068087353;49.79784005065866;0.0045787185162997;0.0717357239093584;WT;1.2449931352078285;-0.3983375918532406;OUI;NON
ENSMUSG00000036687;0.2644651894624897;0.3229539055109209;0.7127122442653905;0.7485708520232681;0.0310265108914511;0.8106429863084458;WT;1.1569636024873735;0.0622904936729869;OUI;NON
ENSMUSG00000036752;59.96825258850587;57.35962923885715;120.8501255767364;92.2742687654534;0.0146739478594783;0.1552359440579044;WT;1.0097376662363224;-0.3888493231546845;OUI;NON
ENSMUSG00000036775;2.262152946905627;4.353094388995136;5.525465775461695;4.870170499502218;0.0006790022680082;0.4412388483421041;WT;1.2518701723259202;-0.1786772094115576;OUI;NON
ENSMUSG00000036781;19.100256370156785;19.268182458645217;41.72517596174952;32.47210908915173;0.0137531964111475;0.1513207354949596;WT;1.123246035240576;-0.3607344705466623;OUI;NON
ENSMUSG00000036894;2.5958751166281173;5.438950422261497;6.209921815234784;6.544514084381974;0.0298193377876772;0.818999161401895;WT;1.2268684623734942;0.0745415693488825;OUI;NON
ENSMUSG00000036918;7.310539357854278;13.476330042729476;15.641316080732404;17.992564396041793;0.0077612297864227;0.3820147298647909;WT;1.086905710503025;0.2008407415625635;OUI;NON
ENSMUSG00000036944;2.123269841095239;2.319923824628213;4.3953898411835945;3.1846780837556388;0.0159530707643051;0.1098000663789023;WT;1.015763171263765;-0.4526942464451386;OUI;NON
ENSMUSG00000037032;8.06475531755955;13.150433725680244;17.963244248184917;14.990735029019048;0.0134415055323344;0.3264519959500183;WT;1.1455754745934397;-0.2593939539078518;OUI;NON
ENSMUSG00000037060;8.815096333121378;15.036433406243477;19.130756044766912;21.507612998668822;0.0024173495137986;0.4599854810992269;WT;1.1090931901595416;0.1681242235054689;OUI;NON
ENSMUSG00000037188;0.010760158073282;0.109748265754815;0.2189095072006051;0.1742437515447728;0.043048081545877;0.6465400260808318;WT;1.525708089483215;-0.2176883570805811;OUI;NON
ENSMUSG00000037224;0.3030052478856598;1.059478202993484;0.7955709747800102;0.9624437380855158;0.0352985084432236;0.535798561302609;WT;1.1520091461048458;0.2465067683834291;OUI;NON
ENSMUSG00000037341;0.743499632410385;0.9785475836839072;1.9214111355133008;1.433526310026212;0.00756898003038;0.1141355121222842;WT;1.2609034368958567;-0.3985098633159002;OUI;NON
ENSMUSG00000037348;5.69759334088795;4.785245920513146;13.634900721072825;10.12331318792971;0.002970395941743;0.0530734037787976;WT;1.244320434859515;-0.4259836593252901;OUI;NON
ENSMUSG00000037458;44.11755720010052;44.50568677760268;102.6594633745584;68.60401209468748;0.0029140586808953;0.0227075643181839;WT;1.2165800306499244;-0.5808050060048722;OUI;NON
ENSMUSG00000037463;0.2158017998758019;0.806979489426012;0.5842700197924697;0.9020027784021531;0.0145592743144571;0.1322528771973127;WT;1.1155463456618768;0.5502488644443323;OUI;NON
ENSMUSG00000037606;14.363835129432786;24.676918934793736;29.53289294134765;38.83679784731885;7.539297832649165e-05;0.1200230617721208;WT;1.0347493398001584;0.3939347643041453;OUI;NON
ENSMUSG00000037706;68.0582905878739;101.36844092000572;144.11737502016547;126.26820563964604;0.0016872189833593;0.3316685446926972;WT;1.081283929763648;-0.1906114623249299;OUI;NON
ENSMUSG00000037735;0.1931597364448856;0.4992022415662535;0.5136391408388595;0.4668840261437373;0.0289199362479507;0.7528339660279354;WT;1.065703535330025;-0.1143368907996427;OUI;NON
ENSMUSG00000037940;14.662762441712765;18.60842509231725;32.39799160685379;31.291223787024578;0.0482776928748294;0.8603134912518839;WT;1.138387854536714;-0.0499892880859054;OUI;NON
ENSMUSG00000037966;10.475939621140313;12.371555771892252;23.73119974674101;18.25280904420471;0.0173310600257269;0.1763985498970492;WT;1.1720657381950077;-0.3768506877355508;OUI;NON
ENSMUSG00000038086;35.51092153171574;46.75559667955024;78.27355039142279;71.87604594315721;0.0018965099241689;0.4440254542564606;WT;1.138047083930435;-0.1228500049343599;OUI;NON
ENSMUSG00000038112;0.8256952232818444;1.33110139654293;1.9161862320025795;1.575154296282523;0.044757853230487;0.1814433314130337;WT;1.1230197219242366;-0.2673349180476307;OUI;NON
ENSMUSG00000038180;0.0968953150528894;0.2818102230881733;0.3033914117338749;0.5214089949267622;0.012509448872351;0.1436635957156404;WT;1.0347515850595848;0.6233627556196758;OUI;NON
ENSMUSG00000038233;0.350836850286531;8.719315312179084;0.8164986714066461;6.542858579320193;0.0237366181659789;0.0854058107805189;WT;1.0235273467319128;2.857599506530764;OUI;NON
ENSMUSG00000038354;0.7822697651129136;3.154539735725824;1.6854559082728275;2.629818202475948;0.0288887245706533;0.2368762492430008;WT;1.0170007565350894;0.6125123681812329;OUI;NON
ENSMUSG00000038646;1.2416025813625682;1.9271028943793227;3.009025693445329;3.0771430561736137;0.0021253933291357;0.8230632096924133;WT;1.2125051694811138;0.0312675118960668;OUI;NON
ENSMUSG00000038665;0.0153175909610266;0.4903510991940956;0.1482931996219417;0.1960922806640299;0.0377206964310364;0.623973431208604;WT;1.1064321451250654;0.254002130117663;OUI;NON
ENSMUSG00000038668;7.11679547730759;25.87877470736611;15.607665721362878;18.13981291397558;0.0216714422668506;0.5640972288639661;WT;1.122038526364881;0.2156221307334933;OUI;NON
ENSMUSG00000038738;0.3061504895563607;11.284087431191928;0.851605185129332;10.299235581615882;0.0347875186695941;0.0817736853239975;WT;1.2283487494319134;3.44997054083198;OUI;NON
ENSMUSG00000038775;0.5734946319026162;0.7890054818546066;1.2587814989257298;0.8635395583349559;0.044585057799725;0.1858477637618968;WT;1.0125751280010875;-0.4958976768068541;OUI;NON
ENSMUSG00000038803;13.34869028149867;15.682592811452228;26.838807738637808;21.993638093142124;0.0011619597708127;0.0560843632704934;WT;1.0022203203657878;-0.2860549987010953;OUI;NON
ENSMUSG00000039001;16.32642536800478;18.95930897075538;32.82467069730514;28.4442236985718;0.0080286604678384;0.2720629295633418;WT;1.0031504483876927;-0.2059701844608923;OUI;NON
ENSMUSG00000039115;7.909892538377178;9.549562261394122;18.89192828599201;17.536942563538865;0.015241827112626;0.6447588934201984;WT;1.2455315999324188;-0.1067859069918523;OUI;NON
ENSMUSG00000039168;6.122319519719039;35.1464189576803;14.437228992668963;28.226845628919303;0.0040353030016937;0.1809205855203951;WT;1.2242279116858272;0.9624176607612294;OUI;NON
ENSMUSG00000039195;8.629211412990976;9.95025399781318;18.48905265512552;15.525222973022275;0.0004254764177688;0.0775110053709591;WT;1.0905300153346975;-0.2505764714826259;OUI;NON
ENSMUSG00000039208;3.7412658268683634;6.285441492877613;8.7832782948725;7.319419909792822;0.0154063095950014;0.3508439932626135;WT;1.2095103825640414;-0.2597857950312993;OUI;NON
ENSMUSG00000039246;0.7432883502123775;1.2133898518741533;1.7619752033508729;1.6779303514635346;0.0075445948200451;0.7796640171449434;WT;1.142735930822851;-0.0666350508667431;OUI;NON
ENSMUSG00000039405;106.20881896713864;173.1442677005726;230.39277298271963;213.0046495580069;0.0147176852588357;0.5767069619092688;WT;1.1164602339678535;-0.1131594457237594;OUI;NON
